id,date_completion,date_cutoff,publication_any,publication_article,publication_preprint,publication_summary,publication_interim_any,date_publication_any,date_publication_article,date_publication_preprint,date_publication_summary,date_publication_interim_any,time_publication_any,time_publication_article,time_publication_preprint,time_publication_summary,time_publication_interim_any,month_completion,semester,semester_fct
tri03049,2021-03-01,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-05,NA,2021-05-05,NA,2021-05-05,65,167,65,167,65,2021-03-01,3,Jan 2021-Jun 2021
tri03051,2021-02-16,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-11,2021-06-11,NA,NA,2021-06-11,115,115,180,180,115,2021-02-01,3,Jan 2021-Jun 2021
tri03057,2020-12-22,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2020-08-16,2021-07-20,NA,2020-08-16,2020-08-16,-128,210,236,-128,-128,2020-12-01,2,July 2020-Dec 2020
tri03060,2020-10-02,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,317,317,317,317,317,2020-10-01,2,July 2020-Dec 2020
tri03065,2020-08-17,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-09-18,2021-03-03,2020-09-18,NA,2020-09-18,32,198,32,363,32,2020-08-01,2,July 2020-Dec 2020
tri03066,2021-01-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,226,226,226,226,226,2021-01-01,3,Jan 2021-Jun 2021
tri03067,2021-01-05,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,222,222,222,222,222,2021-01-01,3,Jan 2021-Jun 2021
tri03069,2021-04-09,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,128,128,128,128,128,2021-04-01,3,Jan 2021-Jun 2021
tri03071,2021-01-01,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-02-11,NA,2021-02-11,NA,2021-02-11,41,226,41,226,41,2021-01-01,3,Jan 2021-Jun 2021
tri03074,2020-09-17,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-12-11,2021-07-24,2020-12-11,NA,2020-12-11,85,310,85,332,85,2020-09-01,2,July 2020-Dec 2020
tri03075,2020-11-15,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,273,273,273,273,273,2020-11-01,2,July 2020-Dec 2020
tri03077,2021-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,106,106,106,106,106,2021-05-01,3,Jan 2021-Jun 2021
tri03081,2020-11-06,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-02-23,NA,2021-02-23,NA,2021-02-23,109,282,109,282,109,2020-11-01,2,July 2020-Dec 2020
tri03085,2020-12-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,257,257,257,257,257,2020-12-01,2,July 2020-Dec 2020
tri03086,2021-04-23,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2021-03-17,2021-03-17,NA,2021-05-13,2021-03-17,-37,-37,114,20,-37,2021-04-01,3,Jan 2021-Jun 2021
tri03092,2021-01-31,2021-08-15,TRUE,FALSE,FALSE,TRUE,TRUE,2021-06-29,NA,NA,2021-06-29,2021-06-29,149,196,196,149,149,2021-01-01,3,Jan 2021-Jun 2021
tri03099,2020-11-26,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,262,262,262,262,262,2020-11-01,2,July 2020-Dec 2020
tri03102,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137,2021-03-01,3,Jan 2021-Jun 2021
tri03104,2021-02-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,171,171,171,171,171,2021-02-01,3,Jan 2021-Jun 2021
tri03110,2020-09-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,348,348,348,348,348,2020-09-01,2,July 2020-Dec 2020
tri03116,2021-04-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,136,136,136,136,136,2021-04-01,3,Jan 2021-Jun 2021
tri03124,2021-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,106,106,106,106,106,2021-05-01,3,Jan 2021-Jun 2021
tri03130,2021-02-15,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,181,181,181,181,181,2021-02-01,3,Jan 2021-Jun 2021
tri03132,2021-01-22,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,205,205,205,205,205,2021-01-01,3,Jan 2021-Jun 2021
tri03133,2020-07-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,410,410,410,410,410,2020-07-01,2,July 2020-Dec 2020
tri03135,2020-08-12,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,368,368,368,368,368,2020-08-01,2,July 2020-Dec 2020
tri03136,2021-02-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,195,195,195,195,195,2021-02-01,3,Jan 2021-Jun 2021
tri03138,2020-12-15,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,243,243,243,243,243,2020-12-01,2,July 2020-Dec 2020
tri03156,2021-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,137,137,137,137,137,2021-03-01,3,Jan 2021-Jun 2021
tri03162,2020-09-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,348,348,348,348,348,2020-09-01,2,July 2020-Dec 2020
tri03163,2021-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,107,107,107,107,107,2021-04-01,3,Jan 2021-Jun 2021
tri03164,2021-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,107,107,107,107,107,2021-04-01,3,Jan 2021-Jun 2021
tri03171,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri03172,2020-10-06,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2021-01-06,2021-02-18,2021-01-06,NA,2021-01-06,92,135,92,313,92,2020-10-01,2,July 2020-Dec 2020
tri03173,2020-12-29,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-04-07,2021-04-07,NA,NA,2021-04-07,99,99,229,229,99,2020-12-01,2,July 2020-Dec 2020
tri03183,2020-06-10,2021-08-15,TRUE,TRUE,TRUE,TRUE,TRUE,2020-12-10,2021-03-19,2020-12-10,2021-01-03,2020-12-10,183,282,183,207,183,2020-06-01,1,Jan 2020-Jun 2020
tri03193,2020-04-13,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,489,489,489,489,489,2020-04-01,1,Jan 2020-Jun 2020
tri03196,2021-02-01,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2021-02-17,2021-06-17,2021-02-17,NA,2021-02-17,16,136,16,195,16,2021-02-01,3,Jan 2021-Jun 2021
tri03197,2021-02-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,195,195,195,195,195,2021-02-01,3,Jan 2021-Jun 2021
tri03198,2021-04-07,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,130,130,130,130,130,2021-04-01,3,Jan 2021-Jun 2021
tri03199,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,75,75,75,75,75,2021-06-01,3,Jan 2021-Jun 2021
tri03200,2020-08-15,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-07-08,2021-07-08,NA,NA,2021-07-08,327,327,365,365,327,2020-08-01,2,July 2020-Dec 2020
tri03202,2020-05-30,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-10-27,NA,2020-10-27,NA,2020-10-27,150,442,150,442,150,2020-05-01,1,Jan 2020-Jun 2020
tri03204,2020-10-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,318,318,318,318,318,2020-10-01,2,July 2020-Dec 2020
tri03208,2020-09-07,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,342,342,342,342,342,2020-09-01,2,July 2020-Dec 2020
tri03211,2020-04-05,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,497,497,497,497,497,2020-04-01,1,Jan 2020-Jun 2020
tri03212,2020-12-24,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,234,234,234,234,234,2020-12-01,2,July 2020-Dec 2020
tri03213,2020-09-27,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-18,2021-02-18,NA,NA,2021-02-18,144,144,322,322,144,2020-09-01,2,July 2020-Dec 2020
tri03217,2020-09-03,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,346,346,346,346,346,2020-09-01,2,July 2020-Dec 2020
tri03223,2020-07-03,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,408,408,408,408,408,2020-07-01,2,July 2020-Dec 2020
tri03227,2021-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,76,76,76,76,76,2021-05-01,3,Jan 2021-Jun 2021
tri03228,2021-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,76,76,76,76,76,2021-05-01,3,Jan 2021-Jun 2021
tri03230,2020-12-02,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-04-07,NA,2021-04-07,NA,2021-04-07,126,256,126,256,126,2020-12-01,2,July 2020-Dec 2020
tri03235,2021-04-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-07-16,2021-07-16,NA,NA,2021-07-16,77,77,107,107,77,2021-04-01,3,Jan 2021-Jun 2021
tri03244,2020-09-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,348,348,348,348,348,2020-09-01,2,July 2020-Dec 2020
tri03248,2021-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,46,46,46,46,46,2021-06-01,3,Jan 2021-Jun 2021
tri03249,2020-09-30,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-31,NA,2021-05-31,NA,2021-05-31,243,319,243,319,243,2020-09-01,2,July 2020-Dec 2020
tri03253,2020-12-07,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,251,251,251,251,251,2020-12-01,2,July 2020-Dec 2020
tri03261,2020-12-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-09,2021-03-09,NA,NA,2021-03-09,98,98,257,257,98,2020-12-01,2,July 2020-Dec 2020
tri03264,2020-11-13,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,275,275,275,275,275,2020-11-01,2,July 2020-Dec 2020
tri03265,2021-03-03,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,165,165,165,165,165,2021-03-01,3,Jan 2021-Jun 2021
tri03270,2021-04-28,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-10-13,2020-10-13,NA,NA,2020-10-13,-197,-197,109,109,-197,2021-04-01,3,Jan 2021-Jun 2021
tri03274,2020-12-01,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-08-21,2020-11-17,2020-08-21,NA,2020-08-21,-102,-14,-102,257,-102,2020-12-01,2,July 2020-Dec 2020
tri03275,2020-05-12,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-10-14,2021-02-10,2020-10-14,NA,2020-10-14,155,274,155,460,155,2020-05-01,1,Jan 2020-Jun 2020
tri03276,2020-06-15,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-07-16,2020-07-16,2020-07-16,NA,2020-07-16,31,31,31,426,31,2020-06-01,1,Jan 2020-Jun 2020
tri03277,2020-05-20,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2020-06-03,2020-06-03,NA,2021-05-13,2020-06-03,14,14,452,358,14,2020-05-01,1,Jan 2020-Jun 2020
tri03289,2021-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,138,138,138,138,138,2021-03-01,3,Jan 2021-Jun 2021
tri03291,2020-07-20,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-18,2021-06-18,NA,NA,2021-06-18,333,333,391,391,333,2020-07-01,2,July 2020-Dec 2020
tri03292,2020-08-31,2021-08-15,TRUE,FALSE,FALSE,TRUE,TRUE,2021-02-10,NA,NA,2021-02-10,2021-02-10,163,349,349,163,163,2020-08-01,2,July 2020-Dec 2020
tri03293,2020-08-14,2021-08-15,TRUE,TRUE,TRUE,TRUE,TRUE,2020-11-23,2021-03-30,2020-11-23,2021-04-22,2020-11-23,101,228,101,251,101,2020-08-01,2,July 2020-Dec 2020
tri03294,2020-06-19,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2020-11-09,2020-11-09,NA,2021-03-17,2020-11-09,143,143,422,271,143,2020-06-01,1,Jan 2020-Jun 2020
tri03295,2020-12-26,2021-08-15,TRUE,FALSE,FALSE,TRUE,TRUE,2021-08-02,NA,NA,2021-08-02,2021-08-02,219,232,232,219,219,2020-12-01,2,July 2020-Dec 2020
tri03296,2021-01-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,196,196,196,196,196,2021-01-01,3,Jan 2021-Jun 2021
tri03299,2021-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,46,46,46,46,46,2021-06-01,3,Jan 2021-Jun 2021
tri03300,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,75,75,75,75,75,2021-06-01,3,Jan 2021-Jun 2021
tri03301,2020-10-12,2021-08-15,TRUE,FALSE,FALSE,TRUE,TRUE,2021-08-12,NA,NA,2021-08-12,2021-08-12,304,307,307,304,304,2020-10-01,2,July 2020-Dec 2020
tri03302,2020-07-23,2021-08-15,TRUE,TRUE,TRUE,TRUE,TRUE,2020-09-01,2020-09-20,2020-09-01,2020-09-17,2020-09-01,40,59,40,56,40,2020-07-01,2,July 2020-Dec 2020
tri03303,2020-06-16,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-08-12,2020-08-12,NA,NA,2020-08-12,57,57,425,425,57,2020-06-01,1,Jan 2020-Jun 2020
tri03306,2021-05-07,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,100,100,100,100,100,2021-05-01,3,Jan 2021-Jun 2021
tri03309,2020-06-06,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-10-20,2020-10-20,NA,NA,2020-10-20,136,136,435,435,136,2020-06-01,1,Jan 2020-Jun 2020
tri03311,2020-12-13,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,245,245,245,245,245,2020-12-01,2,July 2020-Dec 2020
tri03312,2020-06-01,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-09-29,2021-03-31,2020-09-29,NA,2020-09-29,120,303,120,440,120,2020-06-01,1,Jan 2020-Jun 2020
tri03313,2021-04-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-07-21,2021-07-21,NA,NA,2021-07-21,111,111,136,136,111,2021-04-01,3,Jan 2021-Jun 2021
tri03316,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,75,75,75,75,75,2021-06-01,3,Jan 2021-Jun 2021
tri03317,2021-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,76,76,76,76,76,2021-05-01,3,Jan 2021-Jun 2021
tri03323,2020-10-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,318,318,318,318,318,2020-10-01,2,July 2020-Dec 2020
tri03325,2021-03-29,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,139,139,139,139,139,2021-03-01,3,Jan 2021-Jun 2021
tri03326,2020-06-15,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-11-04,2021-05-11,2020-11-04,NA,2020-11-04,142,330,142,426,142,2020-06-01,1,Jan 2020-Jun 2020
tri03327,2020-07-13,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2020-07-27,2020-10-21,NA,2020-07-27,2020-07-27,14,100,398,14,14,2020-07-01,2,July 2020-Dec 2020
tri03328,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri03331,2021-03-21,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-06-10,NA,2021-06-10,NA,2021-06-10,81,147,81,147,81,2021-03-01,3,Jan 2021-Jun 2021
tri03332,2020-07-08,2021-08-15,TRUE,FALSE,FALSE,TRUE,TRUE,2021-04-01,NA,NA,2021-04-01,2021-04-01,267,403,403,267,267,2020-07-01,2,July 2020-Dec 2020
tri03334,2020-11-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,287,287,287,287,287,2020-11-01,2,July 2020-Dec 2020
tri03336,2020-09-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,329,329,329,329,329,2020-09-01,2,July 2020-Dec 2020
tri03337,2021-04-16,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2021-05-05,2021-07-18,2021-05-05,NA,2021-05-05,19,93,19,121,19,2021-04-01,3,Jan 2021-Jun 2021
tri03340,2020-10-17,2021-08-15,TRUE,FALSE,FALSE,TRUE,TRUE,2021-06-02,NA,NA,2021-06-02,2021-06-02,228,302,302,228,228,2020-10-01,2,July 2020-Dec 2020
tri03341,2020-06-08,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,433,433,433,433,433,2020-06-01,1,Jan 2020-Jun 2020
tri03343,2021-03-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-05-20,2021-05-20,NA,NA,2021-05-20,80,80,167,167,80,2021-03-01,3,Jan 2021-Jun 2021
tri03346,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,75,75,75,75,75,2021-06-01,3,Jan 2021-Jun 2021
tri03347,2021-03-29,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,139,139,139,139,139,2021-03-01,3,Jan 2021-Jun 2021
tri03348,2021-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,46,46,46,46,46,2021-06-01,3,Jan 2021-Jun 2021
tri03349,2020-10-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-01-19,2021-01-19,NA,NA,2021-01-19,110,110,318,318,110,2020-10-01,2,July 2020-Dec 2020
tri03357,2020-06-21,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-04-28,2021-04-28,NA,NA,2021-04-28,311,311,420,420,311,2020-06-01,1,Jan 2020-Jun 2020
tri03358,2021-04-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-23,2020-09-23,NA,NA,2020-09-23,-190,-190,136,136,-190,2021-04-01,3,Jan 2021-Jun 2021
tri03359,2021-01-14,2021-08-15,TRUE,FALSE,FALSE,TRUE,TRUE,2021-06-04,NA,NA,2021-06-04,2021-06-04,141,213,213,141,141,2021-01-01,3,Jan 2021-Jun 2021
tri03361,2021-01-14,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,213,213,213,213,213,2021-01-01,3,Jan 2021-Jun 2021
tri03365,2020-10-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,318,318,318,318,318,2020-10-01,2,July 2020-Dec 2020
tri03366,2020-08-18,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-10-23,2020-12-17,2020-10-23,NA,2020-10-23,66,121,66,362,66,2020-08-01,2,July 2020-Dec 2020
tri03369,2021-06-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,51,51,51,51,51,2021-06-01,3,Jan 2021-Jun 2021
tri03371,2021-05-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,97,97,97,97,97,2021-05-01,3,Jan 2021-Jun 2021
tri03378,2021-02-26,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,170,170,170,170,170,2021-02-01,3,Jan 2021-Jun 2021
tri03380,2021-05-04,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-07-06,103,103,103,103,63,2021-05-01,3,Jan 2021-Jun 2021
tri03381,2021-02-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,195,195,195,195,195,2021-02-01,3,Jan 2021-Jun 2021
tri03382,2021-01-06,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,221,221,221,221,221,2021-01-01,3,Jan 2021-Jun 2021
tri03386,2021-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,75,75,75,75,75,2021-06-01,3,Jan 2021-Jun 2021
tri03390,2021-01-02,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,225,225,225,225,225,2021-01-01,3,Jan 2021-Jun 2021
tri03392,2021-04-14,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,123,123,123,123,123,2021-04-01,3,Jan 2021-Jun 2021
tri03394,2020-12-18,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,240,240,240,240,240,2020-12-01,2,July 2020-Dec 2020
tri03396,2020-11-03,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,285,285,285,285,285,2020-11-01,2,July 2020-Dec 2020
tri03397,2021-05-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,87,87,87,87,87,2021-05-01,3,Jan 2021-Jun 2021
tri03404,2020-10-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,318,318,318,318,318,2020-10-01,2,July 2020-Dec 2020
tri03405,2021-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,46,46,46,46,46,2021-06-01,3,Jan 2021-Jun 2021
tri03406,2021-03-26,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-04,2021-06-04,NA,NA,2021-06-04,70,70,142,142,70,2021-03-01,3,Jan 2021-Jun 2021
tri03407,2020-08-27,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-11-18,NA,2020-11-18,NA,2020-11-18,83,353,83,353,83,2020-08-01,2,July 2020-Dec 2020
tri03412,2021-06-08,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,68,68,68,68,68,2021-06-01,3,Jan 2021-Jun 2021
tri03414,2020-07-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,410,410,410,410,410,2020-07-01,2,July 2020-Dec 2020
tri03418,2020-07-31,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2020-12-11,2020-12-11,NA,2021-04-26,2020-12-11,133,133,380,269,133,2020-07-01,2,July 2020-Dec 2020
tri03419,2021-04-21,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-03-12,116,116,116,116,-40,2021-04-01,3,Jan 2021-Jun 2021
tri03423,2021-02-21,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-06-17,NA,2021-06-17,NA,2021-06-17,116,175,116,175,116,2021-02-01,3,Jan 2021-Jun 2021
tri03425,2020-10-16,2021-08-15,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-12-04,303,303,303,303,49,2020-10-01,2,July 2020-Dec 2020
tri03426,2020-12-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,257,257,257,257,257,2020-12-01,2,July 2020-Dec 2020
tri03429,2020-10-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-12-02,2020-12-02,NA,NA,2020-12-02,33,33,289,289,33,2020-10-01,2,July 2020-Dec 2020
tri03434,2021-02-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,195,195,195,195,195,2021-02-01,3,Jan 2021-Jun 2021
tri03436,2020-06-29,2021-08-15,TRUE,FALSE,TRUE,TRUE,TRUE,2020-07-21,NA,2020-09-09,2020-07-21,2020-07-21,22,412,72,22,22,2020-06-01,1,Jan 2020-Jun 2020
tri03437,2020-12-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,257,257,257,257,257,2020-12-01,2,July 2020-Dec 2020
tri03440,2021-05-17,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,90,90,90,90,90,2021-05-01,3,Jan 2021-Jun 2021
tri03444,2021-04-28,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-24,NA,2021-05-24,NA,2021-05-24,26,109,26,109,26,2021-04-01,3,Jan 2021-Jun 2021
tri03450,2021-05-12,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,95,95,95,95,95,2021-05-01,3,Jan 2021-Jun 2021
tri03451,2020-08-20,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-04-27,2021-04-27,NA,NA,2021-04-27,250,250,360,360,250,2020-08-01,2,July 2020-Dec 2020
tri03454,2021-04-26,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,111,111,111,111,111,2021-04-01,3,Jan 2021-Jun 2021
tri03455,2021-02-12,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-03,NA,2021-05-03,NA,2021-05-03,80,184,80,184,80,2021-02-01,3,Jan 2021-Jun 2021
tri03456,2020-12-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,230,230,230,230,230,2020-12-01,2,July 2020-Dec 2020
