id,date_completion,date_cutoff,publication_any,publication_article,publication_preprint,publication_summary,publication_interim_any,date_publication_any,date_publication_article,date_publication_preprint,date_publication_summary,date_publication_interim_any,time_publication_any,time_publication_article,time_publication_preprint,time_publication_summary,time_publication_interim_any,month_completion,semester,semester_fct
tri00002,2020-04-30,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-03-23,2020-05-19,2020-03-23,NA,2020-03-23,-38,19,-38,472,-38,2020-04-01,1,Jan 2020-Jun 2020
tri00005,2020-07-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,410,410,410,410,410,2020-07-01,2,July 2020-Dec 2020
tri00006,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00010,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440,2020-06-01,1,Jan 2020-Jun 2020
tri00011,2020-06-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,440,440,440,440,440,2020-06-01,1,Jan 2020-Jun 2020
tri00012,2021-02-06,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,190,190,190,190,190,2021-02-01,3,Jan 2021-Jun 2021
tri00013,2021-02-06,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,190,190,190,190,190,2021-02-01,3,Jan 2021-Jun 2021
tri00019,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00020,2021-02-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,168,168,168,168,168,2021-02-01,3,Jan 2021-Jun 2021
tri00022,2020-04-16,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-08-13,2020-08-13,NA,NA,2020-08-13,119,119,486,486,119,2020-04-01,1,Jan 2020-Jun 2020
tri00024,2021-02-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,195,195,195,195,195,2021-02-01,3,Jan 2021-Jun 2021
tri00026,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00028,2020-08-11,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,369,369,369,369,369,2020-08-01,2,July 2020-Dec 2020
tri00030,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00031,2020-08-14,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366,2020-08-01,2,July 2020-Dec 2020
tri00034,2021-01-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,196,196,196,196,196,2021-01-01,3,Jan 2021-Jun 2021
tri00037,2020-10-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,288,288,288,288,288,2020-10-01,2,July 2020-Dec 2020
tri00039,2020-12-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,228,228,228,228,228,2020-12-01,2,July 2020-Dec 2020
tri00043,2020-06-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-28,2020-05-28,NA,NA,2020-05-28,-33,-33,411,411,-33,2020-06-01,1,Jan 2020-Jun 2020
tri00044,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00045,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00046,2020-05-12,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,460,460,460,460,460,2020-05-01,1,Jan 2020-Jun 2020
tri00047,2020-05-10,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-08-29,2021-03-09,2020-08-29,NA,2020-08-29,111,303,111,462,111,2020-05-01,1,Jan 2020-Jun 2020
tri00049,2020-05-31,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-02-03,NA,2021-02-03,NA,2021-02-03,248,441,248,441,248,2020-05-01,1,Jan 2020-Jun 2020
tri00054,2021-02-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,186,186,186,186,186,2021-02-01,3,Jan 2021-Jun 2021
tri00055,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00056,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00062,2020-04-14,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,488,488,488,488,488,2020-04-01,1,Jan 2020-Jun 2020
tri00065,2020-07-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,381,381,381,381,381,2020-07-01,2,July 2020-Dec 2020
tri00070,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00071,2020-12-31,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-05-04,2020-05-28,2020-05-04,NA,2020-05-04,-241,-217,-241,227,-241,2020-12-01,2,July 2020-Dec 2020
tri00073,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00074,2020-08-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,379,379,379,379,379,2020-08-01,2,July 2020-Dec 2020
tri00075,2020-08-01,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-08-08,2020-08-08,NA,NA,2020-08-08,7,7,379,379,7,2020-08-01,2,July 2020-Dec 2020
tri00076,2020-04-29,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-03-18,2020-03-18,NA,NA,2020-03-18,-42,-42,473,473,-42,2020-04-01,1,Jan 2020-Jun 2020
tri00077,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00080,2020-02-29,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-03-30,NA,2020-03-30,NA,2020-03-30,30,533,30,533,30,2020-02-01,1,Jan 2020-Jun 2020
tri00082,2020-06-03,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,438,438,438,438,438,2020-06-01,1,Jan 2020-Jun 2020
tri00083,2020-05-31,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-05-05,2020-10-25,2020-05-05,NA,2020-05-05,-26,147,-26,441,-26,2020-05-01,1,Jan 2020-Jun 2020
tri00084,2020-07-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-04-01,2020-04-01,NA,NA,2020-04-01,-120,-120,381,381,-120,2020-07-01,2,July 2020-Dec 2020
tri00085,2020-12-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,257,257,257,257,257,2020-12-01,2,July 2020-Dec 2020
tri00086,2021-02-02,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,194,194,194,194,194,2021-02-01,3,Jan 2021-Jun 2021
tri00087,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00088,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00091,2020-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,502,502,502,502,502,2020-03-01,1,Jan 2020-Jun 2020
tri00092,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00100,2020-12-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-08-01,2020-08-01,NA,NA,2020-08-01,-152,-152,227,227,-152,2020-12-01,2,July 2020-Dec 2020
tri00101,2020-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,502,502,502,502,502,2020-03-01,1,Jan 2020-Jun 2020
tri00102,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00105,2020-08-31,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-04-01,2020-05-27,2020-04-01,NA,2020-04-01,-152,-96,-152,349,-152,2020-08-01,2,July 2020-Dec 2020
tri00106,2020-12-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-10-08,2020-10-08,NA,NA,2020-10-08,-84,-84,227,227,-84,2020-12-01,2,July 2020-Dec 2020
tri00107,2020-12-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-07-28,2021-07-28,NA,NA,2021-07-28,209,209,227,227,209,2020-12-01,2,July 2020-Dec 2020
tri00108,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00109,2020-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,503,503,503,503,503,2020-03-01,1,Jan 2020-Jun 2020
tri00112,2020-04-17,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,485,485,485,485,485,2020-04-01,1,Jan 2020-Jun 2020
tri00113,2020-07-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,380,380,380,380,380,2020-07-01,2,July 2020-Dec 2020
tri00114,2020-09-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,348,348,348,348,348,2020-09-01,2,July 2020-Dec 2020
tri00115,2020-05-14,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,458,458,458,458,458,2020-05-01,1,Jan 2020-Jun 2020
tri00116,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00118,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00123,2020-08-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349,2020-08-01,2,July 2020-Dec 2020
tri00125,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00126,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00132,2020-08-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349,2020-08-01,2,July 2020-Dec 2020
tri00137,2020-05-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-21,2020-09-21,NA,NA,2020-07-21,114,114,442,442,52,2020-05-01,1,Jan 2020-Jun 2020
tri00139,2020-05-21,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-06-22,NA,2020-06-22,NA,2020-06-22,32,451,32,451,32,2020-05-01,1,Jan 2020-Jun 2020
tri00140,2020-04-07,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-04-06,2020-04-06,NA,NA,2020-04-06,-1,-1,495,495,-1,2020-04-01,1,Jan 2020-Jun 2020
tri00141,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00142,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00143,2020-02-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,561,561,561,561,561,2020-02-01,1,Jan 2020-Jun 2020
tri00144,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00145,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00148,2020-05-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,442,442,442,442,442,2020-05-01,1,Jan 2020-Jun 2020
tri00149,2021-02-18,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,178,178,178,178,178,2021-02-01,3,Jan 2021-Jun 2021
tri00157,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00159,2020-04-10,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-10,2020-09-10,NA,NA,2020-09-10,153,153,492,492,153,2020-04-01,1,Jan 2020-Jun 2020
tri00160,2020-05-19,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,453,453,453,453,453,2020-05-01,1,Jan 2020-Jun 2020
tri00162,2020-07-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,410,410,410,410,410,2020-07-01,2,July 2020-Dec 2020
tri00163,2020-07-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,381,381,381,381,381,2020-07-01,2,July 2020-Dec 2020
tri00164,2020-05-28,2021-08-15,TRUE,TRUE,FALSE,TRUE,TRUE,2020-06-17,2020-09-08,NA,2020-06-17,2020-06-17,20,103,444,20,20,2020-05-01,1,Jan 2020-Jun 2020
tri00167,2020-04-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,482,482,482,482,482,2020-04-01,1,Jan 2020-Jun 2020
tri00169,2020-08-19,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,361,361,361,361,361,2020-08-01,2,July 2020-Dec 2020
tri00170,2020-05-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,452,452,452,452,452,2020-05-01,1,Jan 2020-Jun 2020
tri00171,2020-03-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-03-13,2020-03-13,NA,NA,2020-03-13,-18,-18,502,502,-18,2020-03-01,1,Jan 2020-Jun 2020
tri00172,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00173,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00176,2020-07-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,380,380,380,380,380,2020-07-01,2,July 2020-Dec 2020
tri00177,2020-08-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,349,349,349,349,349,2020-08-01,2,July 2020-Dec 2020
tri00178,2020-05-17,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-02-01,NA,2021-02-01,NA,2021-02-01,260,455,260,455,260,2020-05-01,1,Jan 2020-Jun 2020
tri00179,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00182,2020-02-10,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,552,552,552,552,552,2020-02-01,1,Jan 2020-Jun 2020
tri00185,2020-03-10,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-04-21,NA,2020-04-21,NA,2020-04-21,42,523,42,523,42,2020-03-01,1,Jan 2020-Jun 2020
tri00187,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00188,2020-06-09,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,432,432,432,432,432,2020-06-01,1,Jan 2020-Jun 2020
tri00189,2020-02-29,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,533,533,533,533,533,2020-02-01,1,Jan 2020-Jun 2020
tri00191,2020-05-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,442,442,442,442,442,2020-05-01,1,Jan 2020-Jun 2020
tri00192,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00193,2020-03-09,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-03-24,2021-05-17,2020-03-24,NA,2020-03-24,15,434,15,524,15,2020-03-01,1,Jan 2020-Jun 2020
tri00202,2020-08-27,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,353,353,353,353,353,2020-08-01,2,July 2020-Dec 2020
tri00205,2021-03-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,167,167,167,167,167,2021-03-01,3,Jan 2021-Jun 2021
tri00220,2021-03-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-18,2021-02-18,NA,NA,2021-02-18,-40,-40,138,138,-40,2021-03-01,3,Jan 2021-Jun 2021
tri00222,2020-04-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,474,474,474,474,474,2020-04-01,1,Jan 2020-Jun 2020
tri00227,2021-02-23,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,173,173,173,173,173,2021-02-01,3,Jan 2021-Jun 2021
tri00230,2020-05-31,2021-08-15,TRUE,FALSE,TRUE,FALSE,TRUE,2020-10-12,NA,2020-10-12,NA,2020-10-12,134,441,134,441,134,2020-05-01,1,Jan 2020-Jun 2020
tri00232,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00233,2020-08-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,360,360,360,360,360,2020-08-01,2,July 2020-Dec 2020
tri00235,2020-07-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,380,380,380,380,380,2020-07-01,2,July 2020-Dec 2020
tri00238,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00241,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00242,2020-06-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,416,416,416,416,416,2020-06-01,1,Jan 2020-Jun 2020
tri00243,2020-12-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227,2020-12-01,2,July 2020-Dec 2020
tri00244,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00248,2020-05-22,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-12-03,2020-12-03,NA,NA,2020-12-03,195,195,450,450,195,2020-05-01,1,Jan 2020-Jun 2020
tri00249,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00250,2020-07-18,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,393,393,393,393,393,2020-07-01,2,July 2020-Dec 2020
tri00251,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00254,2020-04-30,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-04-01,2021-04-01,NA,NA,2021-04-01,336,336,472,472,336,2020-04-01,1,Jan 2020-Jun 2020
tri00255,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00261,2020-05-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,442,442,442,442,442,2020-05-01,1,Jan 2020-Jun 2020
tri00263,2021-01-25,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-07-14,2020-07-14,NA,NA,2020-07-14,-195,-195,202,202,-195,2021-01-01,3,Jan 2021-Jun 2021
tri00264,2021-01-29,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,198,198,198,198,198,2021-01-01,3,Jan 2021-Jun 2021
tri00265,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00267,2020-07-07,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,404,404,404,404,404,2020-07-01,2,July 2020-Dec 2020
tri00269,2021-02-28,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,168,168,168,168,168,2021-02-01,3,Jan 2021-Jun 2021
tri00270,2020-05-30,2021-08-15,TRUE,TRUE,TRUE,FALSE,TRUE,2020-08-04,2020-11-28,2020-08-04,NA,2020-08-04,66,182,66,442,66,2020-05-01,1,Jan 2020-Jun 2020
tri00285,2020-06-08,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,433,433,433,433,433,2020-06-01,1,Jan 2020-Jun 2020
tri00286,2020-03-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,503,503,503,503,503,2020-03-01,1,Jan 2020-Jun 2020
tri00288,2020-05-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,441,441,441,441,441,2020-05-01,1,Jan 2020-Jun 2020
tri00293,2020-03-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,502,502,502,502,502,2020-03-01,1,Jan 2020-Jun 2020
tri00295,2020-05-04,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,468,468,468,468,468,2020-05-01,1,Jan 2020-Jun 2020
tri00297,2021-01-31,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,196,196,196,196,196,2021-01-01,3,Jan 2021-Jun 2021
tri00299,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00301,2021-02-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,171,171,171,171,171,2021-02-01,3,Jan 2021-Jun 2021
tri00302,2020-06-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,416,416,416,416,416,2020-06-01,1,Jan 2020-Jun 2020
tri00303,2020-06-25,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,416,416,416,416,416,2020-06-01,1,Jan 2020-Jun 2020
tri00304,2020-06-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,411,411,411,411,411,2020-06-01,1,Jan 2020-Jun 2020
tri00305,2020-04-30,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,472,472,472,472,472,2020-04-01,1,Jan 2020-Jun 2020
tri00306,2020-05-27,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,445,445,445,445,445,2020-05-01,1,Jan 2020-Jun 2020
tri00317,2020-08-20,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,360,360,360,360,360,2020-08-01,2,July 2020-Dec 2020
tri00319,2021-02-05,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-06-03,2020-06-03,NA,NA,2020-06-03,-247,-247,191,191,-247,2021-02-01,3,Jan 2021-Jun 2021
tri00320,2020-12-31,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-26,2020-05-26,NA,NA,2020-05-26,-219,-219,227,227,-219,2020-12-01,2,July 2020-Dec 2020
tri00324,2021-01-10,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-03-18,2020-03-18,NA,NA,2020-03-18,-298,-298,217,217,-298,2021-01-01,3,Jan 2021-Jun 2021
tri00327,2020-07-03,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,408,408,408,408,408,2020-07-01,2,July 2020-Dec 2020
tri00328,2020-07-14,2021-08-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-05-12,2021-05-12,NA,NA,2021-05-12,302,302,397,397,302,2020-07-01,2,July 2020-Dec 2020
tri00329,2021-02-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,195,195,195,195,195,2021-02-01,3,Jan 2021-Jun 2021
tri00335,2021-05-01,2021-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,106,106,106,106,106,2021-05-01,3,Jan 2021-Jun 2021
