id,date_completion_rcd_latest,date_completion_rcd_latest_pre_cutoff,date_completion_last_updated_exclude_missing_update_date,date_completion_last_updated_prefer_euctr,trial_status_last_updated_prefer_euctr,status_complete_last_updated_prefer_euctr,trn_ictrp_priority,date_completion_ictrp,date_completion_22_21_last_updated_prefer_euctr,date_completion_study_last_updated_prefer_euctr,date_completion_results
tri00303,2020-06-25,2020-06-25,2020-06-25,2020-06-25,Not yet recruiting,FALSE,ChiCTR2000030475,2020-06-25,2020-06-25,2020-06-25,NA
tri00304,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Recruiting,FALSE,ChiCTR2000030472,2020-06-30,2020-06-30,2020-06-30,NA
tri00305,2020-04-30,2020-04-30,2020-04-30,2020-04-30,Recruiting,FALSE,ChiCTR2000030471,2020-04-30,2020-04-30,2020-04-30,NA
tri00306,2020-05-27,2020-05-27,2020-05-27,2020-05-27,Recruiting,FALSE,ChiCTR2000030469,2020-05-27,2020-05-27,2020-05-27,NA
tri00308,2020-08-31,2020-08-31,2020-08-31,2020-08-31,Not yet recruiting,FALSE,ChiCTR2000030467,2020-08-31,2020-08-31,2020-08-31,NA
tri00317,2020-08-20,2020-08-20,2020-08-20,2020-08-20,Recruiting,FALSE,ChiCTR2000029993,2020-08-20,2020-08-20,2020-08-20,NA
tri00319,2021-02-05,2021-02-05,2021-02-05,2021-02-05,Recruiting,FALSE,ChiCTR2000029757,2021-02-05,2021-02-05,2021-02-05,2020-04-28
tri00320,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Recruiting,FALSE,ChiCTR2000029580,2020-12-31,2020-12-31,2020-12-31,2020-03-27
tri00324,2021-01-10,2021-01-10,2021-01-10,2021-01-10,Recruiting,FALSE,ChiCTR2000029308,2021-01-10,2021-01-10,2021-01-10,NA
tri00327,2020-07-03,2020-07-03,2020-07-03,2020-07-03,Recruiting,FALSE,NCT04293887,2020-05-30,2020-07-03,2020-07-03,NA
tri00328,2020-07-14,2020-07-14,2020-07-14,2020-07-14,Not yet recruiting,FALSE,NCT04295551,2020-07-14,2020-07-14,2021-04-14,NA
tri00329,2021-02-01,2021-02-01,2021-02-01,2021-02-01,Recruiting,FALSE,NCT04296643,2021-02-01,2021-02-01,2021-04-01,NA
tri00335,2021-05-01,2021-05-01,2021-05-01,2021-05-01,Recruiting,FALSE,ChiCTR2000030897,2021-05-01,2021-05-01,2021-05-01,NA
tri00336,2021-03-30,2021-03-30,2021-03-30,2021-03-30,Recruiting,FALSE,ChiCTR2000030896,2021-03-30,2021-03-30,2021-03-30,NA
tri00339,2020-12-30,2020-12-30,2020-12-30,2020-12-30,Recruiting,FALSE,ChiCTR2000030892,2020-12-30,2020-12-30,2020-12-30,NA
tri00343,2020-07-31,2020-07-31,2020-07-31,2020-07-31,Recruiting,FALSE,ChiCTR2000030864,2020-07-31,2020-07-31,2020-07-31,NA
tri00352,2020-05-01,2020-05-01,2020-05-01,2020-05-01,Not yet recruiting,FALSE,ChiCTR2000030855,2020-05-01,2020-05-01,2020-05-01,NA
tri00354,2020-05-31,2020-05-31,2020-05-31,2020-05-31,Not yet recruiting,FALSE,ChiCTR2000030853,2020-05-31,2020-05-31,2020-05-31,NA
tri00357,2021-03-01,2021-03-01,2021-03-01,2021-03-01,Not yet recruiting,FALSE,ChiCTR2000030849,2021-03-01,2021-03-01,2021-03-01,NA
tri00358,2020-05-31,2020-05-31,2020-05-31,2020-05-31,Recruiting,FALSE,ChiCTR2000030841,2020-05-31,2020-05-31,2020-05-31,NA
tri00361,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Not yet recruiting,FALSE,ChiCTR2000030836,2020-06-30,2020-06-30,2020-06-30,NA
tri00362,2021-02-14,2021-02-14,2021-02-14,2021-02-14,Recruiting,FALSE,ChiCTR2000030835,2021-02-14,2021-02-14,2021-02-14,NA
tri00365,2020-07-30,2020-07-30,2020-07-30,2020-07-30,Not yet recruiting,FALSE,ChiCTR2000030832,2020-07-30,2020-07-30,2020-07-30,NA
tri00373,2020-03-30,2020-03-30,2020-03-30,2020-03-30,Recruiting,FALSE,ChiCTR2000030810,2020-03-30,2020-03-30,2020-03-30,NA
tri00378,2021-03-31,2021-03-31,2021-03-31,2021-03-31,Recruiting,FALSE,ChiCTR2000030804,2021-03-31,2021-03-31,2021-03-31,NA
tri00390,2020-05-31,2020-05-31,2020-05-31,2020-05-31,Recruiting,FALSE,ChiCTR2000030779,2020-05-31,2020-05-31,2020-05-31,NA
tri00392,2020-07-12,2020-07-12,2020-07-12,2020-07-12,Recruiting,FALSE,ChiCTR2000030773,2020-07-12,2020-07-12,2020-07-12,NA
tri00397,2020-04-01,2020-04-01,2020-04-01,2020-04-01,Not yet recruiting,FALSE,ChiCTR2000030761,2020-04-01,2020-04-01,2020-04-01,NA
tri00399,2020-05-17,2020-05-17,2020-05-17,2020-05-17,Not yet recruiting,FALSE,ChiCTR2000030759,2020-05-17,2020-05-17,2020-05-17,2020-05-31
tri00407,2020-12-25,2020-12-25,2020-12-25,2020-12-25,Not yet recruiting,FALSE,ChiCTR2000030751,2020-12-25,2020-12-25,2020-12-25,NA
tri00409,2020-08-31,2020-08-31,2020-08-31,2020-08-31,Recruiting,FALSE,ChiCTR2000030744,2020-08-31,2020-08-31,2020-08-31,NA
tri00416,2020-08-31,2020-08-31,2020-08-31,2020-08-31,Recruiting,FALSE,ChiCTR2000030720,2020-08-31,2020-08-31,2020-08-31,NA
tri00418,2020-05-30,2020-05-30,2020-05-30,2020-05-30,Recruiting,FALSE,ChiCTR2000030718,2020-05-30,2020-05-30,2020-05-30,NA
tri00424,2020-05-31,2020-05-31,2020-05-31,2020-05-31,Recruiting,FALSE,ChiCTR2000030703,2020-05-31,2020-05-31,2020-05-31,NA
tri00425,2020-08-15,2020-08-15,2020-08-15,2020-08-15,Recruiting,FALSE,ChiCTR2000030702,2020-08-15,2020-08-15,2020-08-15,NA
tri00426,2020-09-30,2020-09-30,2020-09-30,2020-09-30,Not yet recruiting,FALSE,ChiCTR2000030701,2020-09-30,2020-09-30,2020-09-30,NA
tri00427,2020-09-30,2020-09-30,2020-09-30,2020-09-30,Not yet recruiting,FALSE,ChiCTR2000030700,2020-09-30,2020-09-30,2020-09-30,NA
tri00433,2021-11-16,NA,2021-11-16,2021-11-16,Not yet recruiting,FALSE,ChiCTR2000030681,2021-11-16,2021-11-16,2021-11-16,NA
tri00440,2020-04-30,2020-04-30,2020-04-30,2020-04-30,Recruiting,FALSE,ChiCTR2000030545,2020-04-30,2020-04-30,2020-04-30,NA
tri00445,2020-07-01,2020-07-01,2020-07-01,2020-07-01,Recruiting,FALSE,ChiCTR2000030476,2020-07-01,2020-07-01,2020-07-01,NA
tri00448,NA,NA,NA,NA,NA,NA,ChiCTR2000030388,NA,NA,NA,NA
tri00453,2020-03-25,2020-03-25,2020-03-25,2020-03-25,Recruiting,FALSE,ChiCTR2000030187,2020-03-25,2020-03-25,2020-03-25,NA
tri00473,2020-03-02,2020-03-02,2020-03-02,2020-03-02,Terminated,TRUE,NCT04264533,2020-03-02,2020-03-02,2020-03-29,2020-03-29
tri00475,2023-07-31,NA,2023-07-31,2023-07-31,Recruiting,FALSE,NCT04299724,2023-07-31,2023-07-31,2024-12-31,NA
tri00476,2021-06-30,2021-06-30,2021-06-30,2021-06-30,Not yet recruiting,FALSE,NCT04302519,2021-06-30,2021-06-30,2021-07-30,NA
tri00482,2021-03-19,2021-03-19,2021-03-19,2021-03-19,Recruiting,FALSE,ChiCTR2000031139,2021-03-19,2021-03-19,2021-03-19,NA
tri00483,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Recruiting,FALSE,ChiCTR2000031138,2020-12-31,2020-12-31,2020-12-31,NA
tri00486,2022-03-23,NA,2022-03-23,2022-03-23,Not yet recruiting,FALSE,ChiCTR2000031090,2022-03-23,2022-03-23,2022-03-23,NA
tri00491,2020-10-26,2020-10-26,2020-10-26,2020-10-26,Recruiting,FALSE,ChiCTR2000030996,2020-10-26,2020-10-26,2020-10-26,NA
tri00494,2020-08-08,2020-08-08,2020-08-08,2020-08-08,Not yet recruiting,FALSE,ChiCTR2000030989,2020-08-08,2020-08-08,2020-08-08,NA
tri00502,2020-04-10,2020-04-10,2020-04-10,2020-04-10,Recruiting,FALSE,ChiCTR2000030946,2020-04-10,2020-04-10,2020-04-10,NA
tri00503,2020-08-31,2020-08-31,2020-08-31,2020-08-31,Not yet recruiting,FALSE,ChiCTR2000030944,2020-08-31,2020-08-31,2020-08-31,NA
tri00507,2020-10-01,2020-10-01,2020-10-01,2020-10-01,Recruiting,FALSE,ChiCTR2000030939,2020-10-01,2020-10-01,2020-10-01,NA
tri00509,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Not yet recruiting,FALSE,ChiCTR2000030933,2020-12-31,2020-12-31,2020-12-31,NA
tri00512,2020-06-16,2020-06-16,2020-06-16,2020-06-16,Not yet recruiting,FALSE,ChiCTR2000030929,2020-06-16,2020-06-16,2020-06-16,NA
tri00513,2020-08-26,2020-08-26,2020-08-26,2020-08-26,Recruiting,FALSE,ChiCTR2000030922,2020-08-26,2020-08-26,2020-08-26,NA
tri00514,2021-05-01,2021-05-01,2021-05-01,2021-05-01,Recruiting,FALSE,ChiCTR2000030920,2021-05-01,2021-05-01,2021-05-01,NA
tri00519,2021-03-05,2021-03-05,2021-03-05,2021-03-05,Not yet recruiting,FALSE,ChiCTR2000030539,2021-03-05,2021-03-05,2021-03-05,NA
tri00521,2020-03-20,2020-03-20,2020-03-20,2020-03-20,Completed,TRUE,ChiCTR2000030254,2020-03-20,2020-03-20,2020-03-20,2020-03-11
tri00526,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Completed,TRUE,ChiCTR2000029868,2020-06-30,2020-06-30,2020-06-30,2020-03-14
tri00529,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Recruiting,FALSE,ChiCTR2000029573,2020-06-30,2020-06-30,2020-06-30,NA
tri00530,2021-01-29,2021-01-29,2021-01-29,2021-01-29,Recruiting,FALSE,ChiCTR2000029496,2021-01-29,2021-01-29,2021-01-29,2020-02-26
tri00531,NA,NA,NA,NA,NA,NA,EUCTR2020-000890-25,NA,NA,NA,NA
tri00534,2020-06-01,2020-06-01,2020-06-01,2020-06-01,Recruiting,FALSE,NCT04254874,2020-06-01,2020-06-01,2020-07-01,NA
tri00535,2020-06-01,2020-06-01,2020-06-01,2020-06-01,Recruiting,FALSE,NCT04255017,2020-06-01,2020-06-01,2020-07-01,NA
tri00536,2020-05-01,2020-05-01,2020-05-01,2020-05-01,Recruiting,FALSE,NCT04261270,2020-05-01,2020-05-01,2020-07-01,NA
tri00537,2020-06-01,2020-06-01,2020-06-01,2020-06-01,Recruiting,FALSE,NCT04263402,2020-06-01,2020-06-01,2020-07-01,NA
tri00538,2020-04-30,2020-04-30,2020-04-30,2020-04-30,Not yet recruiting,FALSE,NCT04264858,2020-04-30,2020-04-30,2020-05-31,NA
tri00540,2023-07-31,NA,2023-07-31,2023-07-31,Recruiting,FALSE,NCT04276896,2023-07-31,2023-07-31,2024-12-31,NA
tri00543,2020-08-01,2020-08-01,2020-08-01,2020-08-01,Not yet recruiting,FALSE,NCT04291053,2020-08-01,2020-08-01,2020-09-01,NA
tri00546,2020-03-01,2020-03-01,2020-03-01,2020-03-01,Recruiting,FALSE,NCT04304313,2020-03-01,2020-03-01,2020-11-09,NA
tri00549,2021-03-01,2021-03-01,2021-03-01,2021-03-01,Enrolling by invitation,FALSE,NCT04308317,2021-03-01,2021-03-01,2021-05-01,NA
tri00552,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Recruiting,FALSE,NCT04313322,2020-06-30,2020-06-30,2020-09-30,NA
tri00556,2020-09-01,2020-09-01,2020-09-01,2020-09-01,Not yet recruiting,FALSE,NCT04316728,2020-09-01,2020-09-01,2020-11-01,NA
tri00574,2021-03-31,2021-03-31,2021-03-31,2021-03-31,Not yet recruiting,FALSE,ChiCTR2000031271,2021-03-31,2021-03-31,2021-03-31,NA
tri00582,2020-04-30,2020-04-30,2020-04-30,2020-04-30,Recruiting,FALSE,ChiCTR2000031204,2020-04-30,2020-04-30,2020-04-30,NA
tri00583,2022-02-28,NA,2022-02-28,2022-02-28,Recruiting,FALSE,ChiCTR2000031203,2022-02-28,2022-02-28,2022-02-28,NA
tri00585,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Recruiting,FALSE,ChiCTR2000031196,2020-12-31,2020-12-31,2020-12-31,NA
tri00588,2020-05-31,2020-05-31,2020-05-31,2020-05-31,Not yet recruiting,FALSE,ChiCTR2000030988,2020-05-31,2020-05-31,2020-05-31,NA
tri00590,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Not yet recruiting,FALSE,ChiCTR2000030940,2020-06-30,2020-06-30,2020-06-30,NA
tri00592,2020-08-30,2020-08-30,2020-08-30,2020-08-30,Recruiting,FALSE,ChiCTR2000030937,2020-08-30,2020-08-30,2020-08-30,NA
tri00593,2020-05-10,2020-05-10,2020-05-10,2020-05-10,Recruiting,FALSE,ChiCTR2000030936,2020-05-10,2020-05-10,2020-05-10,NA
tri00594,2020-04-16,2020-04-16,2020-04-16,2020-04-16,Recruiting,FALSE,ChiCTR2000030923,2020-04-16,2020-04-16,2020-04-16,NA
tri00596,2020-03-10,2020-03-10,2020-03-10,2020-03-10,Suspending,FALSE,ChiCTR2000030704,2020-03-10,2020-03-10,2020-03-10,2020-03-12
tri00598,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Recruiting,FALSE,ChiCTR2000030288,2020-12-31,2020-12-31,2020-12-31,2020-04-11
tri00600,2020-08-24,2020-08-24,2020-08-24,2020-08-24,Not yet recruiting,FALSE,ChiCTR2000030198,2020-08-24,2020-08-24,2020-08-24,NA
tri00601,2020-08-31,2020-08-31,2020-08-31,2020-08-31,Not yet recruiting,FALSE,ChiCTR2000030028,2020-08-31,2020-08-31,2020-08-31,NA
tri00603,NA,NA,NA,NA,NA,NA,EUCTR2020-000919-69,NA,2021-03-17,NA,NA
tri00606,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Recruiting,FALSE,NCT04305106,2020-06-30,2020-06-30,2020-07-31,NA
tri00609,2020-06-25,2020-06-25,2020-04-30,2020-04-30,Recruiting,FALSE,NCT04319900,2020-04-30,2020-04-30,2020-06-25,NA
tri00610,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Recruiting,FALSE,NCT04322344,2020-06-30,2020-06-30,2020-12-30,NA
tri00612,2020-03-01,2020-03-01,2020-03-01,2020-03-01,Not yet recruiting,FALSE,NCT04323332,2020-03-01,2020-03-01,2020-04-01,NA
tri00613,2021-03-13,2021-03-13,2021-03-13,2021-03-13,Recruiting,FALSE,NCT04323514,2021-03-13,2021-03-13,2021-03-13,NA
tri00616,2022-02-20,NA,2022-02-20,2022-02-20,Recruiting,FALSE,NCT04324996,2022-02-20,2022-02-20,2022-08-31,NA
tri00621,2021-04-01,2021-04-01,2021-04-01,2021-04-01,Completed,TRUE,ISRCTN14966673,2021-04-01,2021-04-01,2021-04-01,NA
tri00622,2021-03-27,2021-03-27,2021-03-27,2021-03-27,Not yet recruiting,FALSE,ChiCTR2000031639,2021-03-27,2021-03-27,2021-03-27,NA
tri00623,2020-06-17,2020-06-17,2020-06-17,2020-06-17,Recruiting,FALSE,ChiCTR2000031630,2020-06-17,2020-06-17,2020-06-17,NA
tri00627,2020-12-05,2020-12-05,2020-12-05,2020-12-05,Recruiting,FALSE,ChiCTR2000031540,2020-12-05,2020-12-05,2020-12-05,NA
tri00631,2022-10-31,NA,2022-10-31,2022-10-31,Not yet recruiting,FALSE,ChiCTR2000031503,2022-10-31,2022-10-31,2022-10-31,NA
tri00632,2020-07-17,2020-07-17,2020-07-17,2020-07-17,Suspending,FALSE,ChiCTR2000031501,2020-07-17,2020-07-17,2020-07-17,NA
tri00635,2020-12-02,2020-12-02,2020-12-02,2020-12-02,Recruiting,FALSE,ChiCTR2000031494,2020-12-02,2020-12-02,2020-12-02,2020-03-25
tri00637,2021-07-31,NA,2021-07-31,2021-07-31,Recruiting,FALSE,ChiCTR2000031454,2021-07-31,2021-07-31,2021-07-31,NA
tri00638,2020-08-01,2020-08-01,2020-08-01,2020-08-01,Not yet recruiting,FALSE,ChiCTR2000031453,2020-08-01,2020-08-01,2020-08-01,NA
tri00642,2021-12-31,NA,2021-12-31,2021-12-31,Recruiting,FALSE,ChiCTR2000031430,2021-12-31,2021-12-31,2021-12-31,NA
tri00648,NA,NA,NA,NA,NA,NA,EUCTR2020-001271-33,NA,NA,NA,NA
tri00650,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Open for patient inclusion,FALSE,EUCTR2020-001236-10,NA,2020-06-30,2020-06-30,2021-02-01
tri00654,2020-04-05,2020-04-05,2020-04-05,2020-04-05,Completed,TRUE,NCT04275414,2020-04-05,2020-04-05,2020-05-02,2020-04-05
tri00655,2021-03-01,2021-03-01,2021-03-01,2021-03-01,Not yet recruiting,FALSE,NCT04298060,2021-03-01,2021-03-01,2022-09-01,NA
tri00656,2020-05-01,2020-05-01,2020-05-01,2020-05-01,Recruiting,FALSE,NCT04320238,2020-05-01,2020-05-01,2020-06-01,2020-07-30
tri00660,2021-01-27,2021-01-27,2021-01-27,2021-01-27,"Recruiting complete, follow-up complete",TRUE,NCT04324528,2021-01-27,2021-01-27,2021-01-27,NA
tri00661,2020-10-01,2020-10-01,2020-10-01,2020-10-01,Recruiting,FALSE,NCT04325867,2020-10-01,2020-10-01,2020-10-01,NA
tri00662,2021-11-01,NA,2021-11-01,2021-11-01,Recruiting,FALSE,NCT04326036,2021-11-01,2023-01-01,2021-12-31,NA
tri00663,2021-03-31,2021-03-31,2021-03-31,2021-03-31,Recruiting,FALSE,NCT04326075,2021-03-31,2021-06-30,2021-05-31,NA
tri00666,2020-05-20,2020-05-20,2020-05-20,2020-05-20,Enrolling by invitation,FALSE,NCT04327349,2020-05-20,2020-05-20,2020-09-30,NA
tri00668,2020-05-28,2020-05-28,2020-05-28,2020-05-28,Not yet recruiting,FALSE,NCT04328272,2020-05-28,2020-05-28,2020-06-28,NA
tri00672,2021-03-30,2021-03-30,2021-03-30,2021-03-30,Not yet recruiting,FALSE,NCT04330144,2021-03-30,2020-06-29,2022-03-30,NA
tri00675,2021-04-16,2021-04-16,2021-03-31,2021-03-31,Completed,TRUE,NCT04330586,2021-03-31,2021-03-31,2021-03-31,2021-03-31
tri00677,2020-12-01,2020-12-01,2020-12-01,2020-12-01,Recruiting,FALSE,NCT04331613,2020-12-01,2020-12-01,2020-12-01,NA
tri00679,2020-12-30,2020-12-30,2020-12-30,2020-12-30,Not yet recruiting,FALSE,NCT04332666,2020-12-30,2022-12-30,2021-06-15,NA
tri00680,2022-12-31,NA,2022-12-31,2022-12-31,Not yet recruiting,FALSE,NCT04333251,2022-12-31,2022-12-31,2022-12-31,NA
tri00681,2022-03-06,NA,2022-03-06,2022-03-06,Recruiting,FALSE,NCT04333472,2022-03-06,2022-03-06,2022-07-06,NA
tri00685,2021-06-20,2021-06-20,2021-06-20,2021-06-20,Recruiting,FALSE,NCT04335201,2021-06-20,2021-04-07,2021-08-31,NA
tri00686,NA,NA,NA,NA,NA,NA,ACTRN12620000443998,NA,NA,NA,NA
tri00688,2021-10-01,NA,2021-10-01,2021-10-01,Recruiting,FALSE,ACTRN12620000448943,2021-10-01,2021-09-08,2021-10-01,NA
tri00692,2021-04-09,2021-04-09,2021-04-09,2021-04-09,Recruiting,FALSE,ACTRN12620000454976,2021-04-09,2021-04-09,2021-04-09,NA
tri00695,2020-10-20,2020-10-20,2020-10-20,2020-10-20,Not yet recruiting,FALSE,ChiCTR2000031834,2020-10-20,2020-10-20,2020-10-20,NA
tri00701,2020-10-31,2020-10-31,2020-10-31,2020-10-31,Recruiting,FALSE,ChiCTR2000031772,2020-10-31,2020-10-31,2020-10-31,NA
tri00705,2021-02-28,2021-02-28,2021-02-28,2021-02-28,Not yet recruiting,FALSE,ChiCTR2000031735,2021-02-28,2021-02-28,2021-02-28,NA
tri00711,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Not yet recruiting,FALSE,ChiCTR2000031672,2020-12-31,2020-12-31,2020-12-31,NA
tri00712,2021-02-28,2021-02-28,2021-02-28,2021-02-28,Not yet recruiting,FALSE,ChiCTR2000030750,2021-02-28,2021-02-28,2021-02-28,NA
tri00716,NA,NA,NA,NA,NA,NA,EUCTR2020-001301-23,NA,2022-02-03,NA,NA
tri00721,NA,NA,NA,NA,NA,NA,EUCTR2020-001409-21,NA,NA,NA,NA
tri00722,2020-08-07,2020-08-07,2020-08-07,2020-08-07,NA,FALSE,EUCTR2020-001333-13,2020-08-07,2020-08-07,2020-08-07,NA
tri00723,NA,NA,NA,NA,NA,NA,EUCTR2020-001492-33,NA,2021-12-15,NA,NA
tri00724,NA,NA,NA,NA,NA,NA,EUCTR2020-001194-69,NA,NA,NA,NA
tri00725,NA,NA,NA,NA,NA,NA,EUCTR2020-001565-37,NA,NA,NA,NA
tri00726,NA,NA,NA,NA,NA,NA,EUCTR2020-001421-31,NA,NA,NA,NA
tri00727,NA,NA,NA,NA,NA,NA,EUCTR2020-001606-33,NA,NA,NA,NA
tri00728,2020-06-03,2020-06-03,2020-06-03,2020-06-03,NA,FALSE,EUCTR2020-001307-16,2020-06-03,2020-06-03,2020-06-03,NA
tri00731,2020-08-31,2020-08-31,2020-08-31,2020-08-31,Recruiting,FALSE,NCT04252274,2020-08-31,2020-08-31,2020-12-31,2020-02-13
tri00732,2020-02-25,2020-02-25,2020-02-25,2020-02-25,Completed,TRUE,NCT04261517,2020-02-25,2020-02-25,2020-02-25,NA
tri00735,2020-03-19,2020-03-19,2020-03-19,2020-03-19,Completed,TRUE,NCT04291729,2020-03-19,2020-03-19,2020-03-19,NA
tri00738,2020-05-31,2020-05-31,2020-05-01,2020-05-01,Recruiting,FALSE,NCT04310228,2020-05-01,2020-05-01,2020-05-01,NA
tri00739,2020-04-09,2020-04-09,2020-04-09,2020-04-09,"Active, not recruiting",FALSE,NCT04315480,2020-04-09,2020-04-09,2020-05-01,NA
tri00740,2021-12-19,NA,2021-12-19,2021-12-19,"Active, not recruiting",FALSE,NCT04317092,2021-12-19,2021-12-19,2022-12-19,2020-04-23
tri00744,2020-10-09,2020-10-09,2020-10-08,2020-10-09,NA,FALSE,NCT04322773,2020-10-08,2020-10-09,2020-10-09,NA
tri00745,2020-11-13,2020-11-13,2020-11-13,2020-11-13,Terminated,TRUE,NCT04324021,2020-11-13,2020-11-13,2020-11-13,NA
tri00748,2021-06-01,2021-06-01,2021-06-01,2021-06-01,Recruiting,FALSE,NCT04328012,2021-06-01,2021-07-01,2021-08-01,NA
tri00750,2021-07-31,NA,2021-07-31,2021-07-31,Suspended,FALSE,NCT04330300,2021-07-31,2021-07-31,2021-12-01,NA
tri00751,2020-11-06,2020-11-06,2020-11-06,2020-11-06,Not yet recruiting,FALSE,NCT04330495,2020-11-06,2020-11-06,2020-11-06,NA
tri00753,2020-04-20,2020-04-20,2020-04-20,2020-04-20,Recruiting,FALSE,NCT04331470,2020-04-20,2020-04-20,2020-05-20,NA
tri00755,2021-01-05,2021-01-05,2021-01-05,2021-01-05,Completed,TRUE,NCT04331665,2021-01-05,2021-01-05,2021-03-24,NA
tri00756,2020-06-25,2020-06-25,2020-06-25,2020-06-25,Completed,TRUE,NCT04331834,2020-06-25,2020-06-25,2020-12-31,NA
tri00757,2021-06-01,2021-06-01,2021-06-01,2021-06-01,Recruiting,FALSE,NCT04332094,2021-06-01,2021-06-01,2021-07-01,NA
tri00759,2021-03-30,2021-03-30,2021-03-30,2021-03-30,Recruiting,FALSE,NCT04333407,2021-03-30,2021-03-30,2021-03-30,NA
tri00762,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Not yet recruiting,FALSE,NCT04334005,2020-06-30,2020-06-30,2020-06-30,NA
tri00763,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Recruiting,FALSE,NCT04334382,2020-12-31,2020-12-31,2021-12-31,NA
tri00766,2021-11-30,2020-07-31,2021-11-30,2021-11-30,Recruiting,FALSE,NCT04336254,2021-11-30,2021-11-30,2021-12-31,NA
tri00767,2020-02-21,2020-02-21,2020-02-21,2020-02-21,Recruiting,FALSE,NCT04336462,2020-02-21,2020-02-21,2020-08-01,NA
tri00770,2020-07-01,2020-07-01,2020-07-01,2020-07-01,"Active, not recruiting",FALSE,NCT04336904,2020-07-01,2020-07-01,2020-07-01,NA
tri00773,NA,NA,NA,NA,NA,NA,NCT04337216,NA,NA,NA,NA
tri00776,2020-06-02,2020-06-02,2020-06-02,2020-06-02,Completed,TRUE,NCT04337541,2020-06-02,2020-06-02,2020-06-02,2020-06-02
tri00781,2020-09-01,2020-09-01,2020-09-01,2020-09-01,Recruiting,FALSE,NCT04338698,2020-09-01,2020-11-15,2020-11-30,NA
tri00782,2020-05-04,2020-05-04,2020-05-04,2020-05-04,Not yet recruiting,FALSE,NCT04338802,2020-05-04,2020-05-04,2020-08-01,NA
tri00787,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Recruiting,FALSE,NCT04339660,2020-06-30,2020-06-30,2020-06-30,NA
tri00789,2020-06-29,2020-06-29,2020-06-01,2020-06-29,NA,FALSE,NCT04341038,2020-06-01,2020-06-29,2020-06-29,2020-06-27
tri00791,2022-04-01,2021-06-10,2022-04-01,2021-06-10,NA,FALSE,NCT04341207,2022-04-01,2021-06-10,2021-06-10,2021-03-28
tri00798,2021-02-26,2021-02-26,2021-02-26,2021-02-26,NA,FALSE,EUCTR2020-001224-33,2021-02-26,2021-02-26,2021-02-26,NA
tri00800,NA,NA,NA,NA,NA,NA,NCT04343677,NA,NA,NA,NA
tri00801,2021-04-10,2021-04-10,2021-04-10,2021-04-10,Completed,TRUE,NCT04344080,2021-04-10,2021-04-10,2021-04-28,2021-05-01
tri00803,2021-05-12,2021-05-12,2021-05-12,2021-05-12,"Active, not recruiting",FALSE,ACTRN12620000468921,2021-05-12,2020-10-20,2021-05-12,NA
tri00805,2020-10-27,2020-10-27,2020-10-27,2020-10-27,Not yet recruiting,FALSE,ACTRN12620000472976,2020-10-27,2020-10-27,2020-10-27,NA
tri00807,2020-06-30,2020-06-30,2020-06-30,2020-06-30,Not yet recruiting,FALSE,ACTRN12620000470998,2020-06-30,2020-06-30,2020-06-30,NA
tri00808,2021-04-30,2021-04-30,2021-04-30,2021-04-30,"Active, not recruiting",FALSE,ACTRN12620000473965,2021-04-30,2021-09-30,2021-04-30,NA
tri00810,2022-12-31,NA,2022-12-31,2022-12-31,Not yet recruiting,FALSE,ACTRN12620000478910,2022-12-31,2022-12-31,2022-12-31,NA
tri00811,2020-10-18,2020-10-18,2020-10-18,2020-10-18,Not yet recruiting,FALSE,ACTRN12620000480987,2020-10-18,2020-10-18,2020-10-18,NA
tri00812,2020-07-31,2020-07-31,2020-07-31,2020-07-31,Recruiting,FALSE,ChiCTR2000032098,2020-07-31,2020-07-31,2020-07-31,NA
tri00816,2020-05-17,2020-05-17,2020-05-17,2020-05-17,Not yet recruiting,FALSE,ChiCTR2000032011,2020-05-17,2020-05-17,2020-05-17,NA
tri00820,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Completed,TRUE,ChiCTR2000031955,2020-12-31,2020-12-31,2020-12-31,NA
tri00822,2020-12-31,2020-12-31,2020-12-31,2020-12-31,Recruiting,FALSE,ChiCTR2000031944,2020-12-31,2020-12-31,2020-12-31,NA
tri00825,2020-11-30,2020-11-30,2020-11-30,2020-11-30,Recruiting,FALSE,ChiCTR2000031888,2020-11-30,2020-11-30,2020-11-30,NA
