id,date_cutoff,date_completion,publication_any,publication_article,publication_preprint,publication_summary,publication_interim_any,date_publication_any,date_publication_article,date_publication_preprint,date_publication_summary,date_publication_interim_any,time_publication_any,time_publication_article,time_publication_preprint,time_publication_summary,time_publication_interim_any
tri01260,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri01263,2021-07-01,2020-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,274,274,274,274,274
tri01273,2021-07-01,2020-08-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,304,304,304,304,304
tri01275,2021-07-01,2020-05-10,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-03,2020-09-03,NA,NA,2020-09-03,116,116,417,417,116
tri01279,2021-07-01,2021-04-25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,67,67,67,67,67
tri01280,2021-07-01,2020-11-11,TRUE,TRUE,TRUE,TRUE,TRUE,2020-09-30,2020-09-30,2021-02-26,2020-12-10,2020-09-30,-42,-42,107,29,-42
tri01281,2021-07-01,2021-06-14,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,17,17,17,17,17
tri01282,2021-07-01,2020-09-27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,277,277,277,277,277
tri01285,2021-07-01,2020-06-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,376,376,376,376,376
tri01289,2021-07-01,2020-11-24,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,219,219,219,219,219
tri01290,2021-07-01,2020-08-23,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,312,312,312,312,312
tri01291,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri01292,2021-07-01,2020-07-08,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,358,358,358,358,358
tri01294,2021-07-01,2021-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,62,62,62,62,62
tri01300,2021-07-01,2020-12-17,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,196,196,196,196,196
tri01301,2021-07-01,2020-12-30,TRUE,TRUE,TRUE,FALSE,TRUE,2021-03-13,2021-05-11,2021-03-13,NA,2021-03-13,73,132,73,183,73
tri01306,2021-07-01,2021-05-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,31,31,31,31,31
tri01311,2021-07-01,2020-07-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,336,336,336,336,336
tri01312,2021-07-01,2021-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,92,92,92,92,92
tri01315,2021-07-01,2020-04-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,456,456,456,456,456
tri01320,2021-07-01,2020-06-06,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,390,390,390,390,390
tri01321,2021-07-01,2020-10-30,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-10-28,244,244,244,244,-2
tri01324,2021-07-01,2020-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,395,395,395,395,395
tri01327,2021-07-01,2020-08-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,305,305,305,305,305
tri01330,2021-07-01,2020-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,212,212,212,212,212
tri01332,2021-07-01,2021-06-30,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-08-29,1,1,1,1,-305
tri01350,2021-07-01,2021-02-23,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,128,128,128,128,128
tri01358,2021-07-01,2020-04-23,TRUE,TRUE,FALSE,FALSE,TRUE,2020-05-23,2020-05-23,NA,NA,2020-05-23,30,30,434,434,30
tri01365,2021-07-01,2020-08-27,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,308,308,308,308,308
tri01367,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-04-07,61,61,61,61,-24
tri01369,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri01390,2021-07-01,2021-06-08,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,23,23,23,23,23
tri01391,2021-07-01,2021-01-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,151,151,151,151,151
tri01395,2021-07-01,2021-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,92,92,92,92,92
tri01413,2021-07-01,2021-06-01,TRUE,FALSE,TRUE,FALSE,TRUE,2021-04-21,NA,2021-04-21,NA,2021-04-21,-41,30,-41,30,-41
tri01419,2021-07-01,2020-04-16,TRUE,TRUE,FALSE,FALSE,TRUE,2020-10-01,2020-10-01,NA,NA,2020-10-01,168,168,441,441,168
tri01420,2021-07-01,2020-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,303,303,303,303,303
tri01424,2021-07-01,2020-04-27,TRUE,TRUE,TRUE,FALSE,TRUE,2021-01-04,2021-04-13,2021-01-04,NA,2021-01-04,252,351,252,430,252
tri01426,2021-07-01,2020-08-23,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,312,312,312,312,312
tri01427,2021-07-01,2020-10-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,254,254,254,254,254
tri01428,2021-07-01,2020-08-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,320,320,320,320,320
tri01431,2021-07-01,2020-10-15,TRUE,FALSE,TRUE,FALSE,TRUE,2021-04-09,NA,2021-04-09,NA,2021-04-09,176,259,176,259,176
tri01434,2021-07-01,2020-11-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,242,242,242,242,242
tri01435,2021-07-01,2020-09-04,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,300,300,300,300,300
tri01442,2021-07-01,2020-09-20,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-08,2021-03-08,NA,NA,2020-08-20,169,169,284,284,-31
tri01444,2021-07-01,2021-03-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,93,93,93,93,93
tri01452,2021-07-01,2020-10-23,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-04,2021-02-04,NA,NA,2021-02-04,104,104,251,251,104
tri01453,2021-07-01,2021-04-04,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,88,88,88,88,88
tri01468,2021-07-01,2020-07-25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,341,341,341,341,341
tri01472,2021-07-01,2020-09-30,TRUE,FALSE,TRUE,FALSE,TRUE,2021-06-16,NA,2021-06-16,NA,2021-06-16,259,274,259,274,259
tri01476,2021-07-01,2021-05-05,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,57,57,57,57,57
tri01479,2021-07-01,2020-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,334,334,334,334,334
tri01481,2021-07-01,2021-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,1,1
tri01482,2021-07-01,2021-01-22,TRUE,TRUE,FALSE,FALSE,TRUE,2020-07-16,2020-07-16,NA,NA,2020-07-16,-190,-190,160,160,-190
tri01483,2021-07-01,2020-09-10,TRUE,TRUE,FALSE,TRUE,TRUE,2020-09-25,2020-10-08,NA,2020-09-25,2020-05-22,15,28,294,15,-111
tri01485,2021-07-01,2020-04-27,TRUE,TRUE,FALSE,FALSE,TRUE,2020-06-01,2020-06-01,NA,NA,2020-06-01,35,35,430,430,35
tri01486,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri01489,2021-07-01,2021-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,62,62,62,62,62
tri01492,2021-07-01,2020-12-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,198,198,198,198,198
tri01493,2021-07-01,2020-05-08,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,419,419,419,419,419
tri01496,2021-07-01,2021-02-03,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,148,148,148,148,148
tri01497,2021-07-01,2021-01-14,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,168,168,168,168,168
tri01500,2021-07-01,2021-01-13,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,169,169,169,169,169
tri01501,2021-07-01,2021-06-01,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-12,2020-11-12,NA,NA,2020-11-12,-201,-201,30,30,-201
tri01508,2021-07-01,2021-03-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,122,122,122,122,122
tri01513,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri01514,2021-07-01,2020-05-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,396,396,396,396,396
tri01520,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri01528,2021-07-01,2020-10-07,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,267,267,267,267,267
tri01536,2021-07-01,2021-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,92,92,92,92,92
tri01545,2021-07-01,2020-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri01552,2021-07-01,2021-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,72,72,72,72,72
tri01557,2021-07-01,2020-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,334,334,334,334,334
tri01559,2021-07-01,2020-05-24,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,403,403,403,403,403
tri01560,2021-07-01,2020-04-29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,428,428,428,428,428
tri01564,2021-07-01,2021-01-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,181,181,181,181,181
tri01571,2021-07-01,2020-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,303,303,303,303,303
tri01577,2021-07-01,2021-04-28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,64,64,64,64,64
tri01580,2021-07-01,2020-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,334,334,334,334,334
tri01583,2021-07-01,2020-07-10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,356,356,356,356,356
tri01592,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri01596,2021-07-01,2020-12-31,TRUE,TRUE,FALSE,FALSE,TRUE,2020-09-20,2020-09-20,NA,NA,2020-07-29,-102,-102,182,182,-155
tri01597,2021-07-01,2020-08-01,TRUE,TRUE,TRUE,FALSE,TRUE,2020-08-31,2021-02-23,2020-08-31,NA,2020-08-31,30,206,30,334,30
tri01598,2021-07-01,2021-02-05,TRUE,TRUE,FALSE,FALSE,TRUE,2021-04-28,2021-04-28,NA,NA,2021-04-28,82,82,146,146,82
tri01601,2021-07-01,2021-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,1,1
tri01611,2021-07-01,2020-03-24,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,464,464,464,464,464
tri01614,2021-07-01,2020-11-15,TRUE,TRUE,TRUE,FALSE,TRUE,2021-02-01,2021-04-10,2021-02-01,NA,2021-02-01,78,146,78,228,78
tri01625,2021-07-01,2020-05-04,TRUE,TRUE,FALSE,FALSE,TRUE,2020-08-19,2020-08-19,NA,NA,2020-08-19,107,107,423,423,107
tri01648,2021-07-01,2020-04-13,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,444,444,444,444,444
tri01651,2021-07-01,2020-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,395,395,395,395,395
tri01658,2021-07-01,2020-06-27,TRUE,TRUE,FALSE,FALSE,TRUE,2020-12-02,2020-12-02,NA,NA,2020-12-02,158,158,369,369,158
tri01687,2021-07-01,2020-08-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,305,305,305,305,305
tri01717,2021-07-01,2021-03-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,92,92,92,92,92
tri01736,2021-07-01,2020-05-28,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,399,399,399,399,399
tri01742,2021-07-01,2020-08-10,TRUE,TRUE,TRUE,FALSE,TRUE,2020-09-10,2020-10-22,2020-09-10,NA,2020-09-10,31,73,31,325,31
tri01745,2021-07-01,2020-10-23,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,251,251,251,251,251
tri01756,2021-07-01,2020-08-24,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,311,311,311,311,311
tri01766,2021-07-01,2020-10-15,TRUE,TRUE,FALSE,TRUE,TRUE,2021-03-14,2021-06-10,NA,2021-03-14,2021-03-14,150,238,259,150,150
tri01787,2021-07-01,2020-06-15,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-16,2020-11-16,NA,NA,2020-11-16,154,154,381,381,154
tri01788,2021-07-01,2020-11-01,TRUE,FALSE,TRUE,FALSE,TRUE,2021-03-15,NA,2021-03-15,NA,2021-03-15,134,242,134,242,134
tri01790,2021-07-01,2020-06-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-11,2021-03-11,NA,NA,2021-03-11,269,269,381,381,269
tri01795,2021-07-01,2020-04-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-01-22,2021-01-22,NA,NA,2021-01-22,282,282,442,442,282
tri01798,2021-07-01,2021-02-02,TRUE,TRUE,FALSE,TRUE,TRUE,2021-06-03,2021-06-03,NA,2021-06-28,2021-06-03,121,121,149,146,121
tri01802,2021-07-01,2020-10-12,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,262,262,262,262,262
tri01804,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri01805,2021-07-01,2020-11-17,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,226,226,226,226,226
tri01806,2021-07-01,2021-01-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,152,152,152,152,152
tri01811,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri01822,2021-07-01,2021-02-23,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,128,128,128,128,128
tri01826,2021-07-01,2020-10-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,244,244,244,244,244
tri01827,2021-07-01,2020-11-16,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,227,227,227,227,227
tri01834,2021-07-01,2020-10-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,243,243,243,243,243
tri01843,2021-07-01,2021-04-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,91,91,91,91,91
tri01845,2021-07-01,2020-11-26,TRUE,FALSE,TRUE,FALSE,TRUE,2021-03-31,NA,2021-03-31,NA,2021-03-31,125,217,125,217,125
tri01846,2021-07-01,2020-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,334,334,334,334,334
tri01848,2021-07-01,2020-10-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,243,243,243,243,243
tri01855,2021-07-01,2020-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri01856,2021-07-01,2020-12-29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,184,184,184,184,184
tri01860,2021-07-01,2021-05-11,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,51,51,51,51,51
tri01861,2021-07-01,2020-08-28,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-03,2021-02-03,NA,NA,2021-02-03,159,159,307,307,159
tri01868,2021-07-01,2020-05-31,TRUE,TRUE,TRUE,FALSE,TRUE,2020-07-10,2020-12-02,2020-07-10,NA,2020-07-10,40,185,40,396,40
tri01871,2021-07-01,2021-02-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,131,131,131,131,131
tri01872,2021-07-01,2021-04-06,TRUE,FALSE,TRUE,FALSE,TRUE,2020-12-02,NA,2020-12-02,NA,2020-12-02,-125,86,-125,86,-125
tri01880,2021-07-01,2020-09-24,TRUE,TRUE,FALSE,FALSE,TRUE,2020-12-08,2020-12-08,NA,NA,2020-12-08,75,75,280,280,75
tri01882,2021-07-01,2020-12-10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,203,203,203,203,203
tri01886,2021-07-01,2020-12-23,TRUE,TRUE,TRUE,FALSE,TRUE,2020-06-16,2020-10-09,2020-06-16,NA,2020-06-16,-190,-75,-190,190,-190
tri01887,2021-07-01,2021-05-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,32,32,32,32,32
tri01888,2021-07-01,2020-11-20,TRUE,TRUE,FALSE,FALSE,TRUE,2021-08-02,2021-08-02,NA,NA,2021-08-02,255,255,223,223,255
tri01889,2021-07-01,2020-12-30,TRUE,TRUE,FALSE,FALSE,TRUE,2021-02-01,2021-02-01,NA,NA,2021-02-01,33,33,183,183,33
tri01893,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-09-11,30,30,30,30,-263
tri01896,2021-07-01,2021-04-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,91,91,91,91,91
tri01897,2021-07-01,2020-10-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,243,243,243,243,243
tri01906,2021-07-01,2021-05-10,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,52,52,52,52,52
tri01909,2021-07-01,2020-10-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,254,254,254,254,254
tri01915,2021-07-01,2021-03-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,93,93,93,93,93
tri01919,2021-07-01,2020-03-23,TRUE,TRUE,FALSE,FALSE,TRUE,2020-06-15,2020-06-15,NA,NA,2020-06-15,84,84,465,465,84
tri01921,2021-07-01,2021-06-30,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-06-24,1,1,1,1,-6
tri01925,2021-07-01,2021-04-21,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,71,71,71,71,71
tri01930,2021-07-01,2021-05-29,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,33,33,33,33,33
tri01935,2021-07-01,2020-10-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,259,259,259,259,259
tri01937,2021-07-01,2021-05-31,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-11-12,31,31,31,31,-200
tri01940,2021-07-01,2020-08-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,334,334,334,334,334
tri01942,2021-07-01,2021-05-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,31,31,31,31,31
tri01950,2021-07-01,2021-01-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,181,181,181,181,181
tri01964,2021-07-01,2020-11-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,213,213,213,213,213
tri01976,2021-07-01,2020-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,395,395,395,395,395
tri01986,2021-07-01,2021-05-01,TRUE,FALSE,TRUE,FALSE,TRUE,2021-06-09,NA,2021-06-09,NA,2021-06-09,39,61,39,61,39
tri01987,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri01994,2021-07-01,2020-04-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,437,437,437,437,437
tri02006,2021-07-01,2020-12-31,TRUE,TRUE,FALSE,FALSE,TRUE,2020-11-02,2020-11-02,NA,NA,2020-11-02,-59,-59,182,182,-59
tri02016,2021-07-01,2020-12-20,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,193,193,193,193,193
tri02017,2021-07-01,2020-06-18,TRUE,TRUE,TRUE,FALSE,TRUE,2020-10-21,2021-03-31,2020-10-21,NA,2020-10-21,125,286,125,378,125
tri02023,2021-07-01,2021-01-31,TRUE,TRUE,FALSE,FALSE,TRUE,2020-07-20,2020-07-20,NA,NA,2020-07-20,-195,-195,151,151,-195
tri02028,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri02029,2021-07-01,2020-08-25,TRUE,FALSE,TRUE,FALSE,TRUE,2021-05-17,NA,2021-05-17,NA,2021-05-17,265,310,265,310,265
tri02030,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02033,2021-07-01,2021-05-25,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,37,37,37,37,37
tri02035,2021-07-01,2020-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,274,274,274,274,274
tri02037,2021-07-01,2020-12-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,212,212,212,212,212
tri02038,2021-07-01,2021-05-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,61,61,61,61,61
tri02040,2021-07-01,2020-08-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,304,304,304,304,304
tri02043,2021-07-01,2020-07-31,TRUE,FALSE,TRUE,FALSE,TRUE,2020-11-16,NA,2020-11-16,NA,2020-11-16,108,335,108,335,108
tri02046,2021-07-01,2021-04-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,62,62,62,62,62
tri02049,2021-07-01,2020-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,274,274,274,274,274
tri02054,2021-07-01,2020-09-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,274,274,274,274,274
tri02055,2021-07-01,2020-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,366,366,366,366,366
tri02056,2021-07-01,2020-09-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,303,303,303,303,303
tri02060,2021-07-01,2020-08-30,TRUE,TRUE,TRUE,FALSE,TRUE,2020-09-10,2020-12-02,2020-09-10,NA,2020-07-07,11,94,11,305,-54
tri02061,2021-07-01,2021-05-07,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,55,55,55,55,55
tri02067,2021-07-01,2020-05-15,TRUE,TRUE,FALSE,FALSE,TRUE,2021-03-19,2021-03-19,NA,NA,2021-03-19,308,308,412,412,308
tri02073,2021-07-01,2020-11-01,TRUE,FALSE,FALSE,TRUE,TRUE,2021-04-20,NA,NA,2021-04-20,2021-04-20,170,242,242,170,170
tri02080,2021-07-01,2020-07-01,TRUE,FALSE,TRUE,FALSE,TRUE,2021-02-05,NA,2021-02-05,NA,2021-02-05,219,365,219,365,219
tri02081,2021-07-01,2020-11-01,TRUE,TRUE,FALSE,FALSE,TRUE,2021-06-28,2021-06-28,NA,NA,2021-06-28,239,239,242,242,239
tri02086,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2021-01-27,182,182,182,182,27
tri02088,2021-07-01,2021-01-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,152,152,152,152,152
tri02091,2021-07-01,2021-04-15,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,77,77,77,77,77
tri02095,2021-07-01,2021-04-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,91,91,91,91,91
tri02097,2021-07-01,2020-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri02099,2021-07-01,2020-08-20,TRUE,TRUE,FALSE,TRUE,TRUE,2020-11-12,2020-11-12,NA,2021-07-09,2020-11-12,84,84,315,323,84
tri02100,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,NA,2020-12-26,182,182,182,182,-5
tri02110,2021-07-01,2020-07-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,365,365,365,365,365
tri02111,2021-07-01,2020-07-27,TRUE,FALSE,FALSE,TRUE,TRUE,2021-03-17,NA,NA,2021-03-17,2021-03-17,233,339,339,233,233
tri02116,2021-07-01,2021-02-02,TRUE,TRUE,FALSE,TRUE,TRUE,2020-08-24,2020-08-24,NA,2021-04-15,2020-08-24,-162,-162,149,72,-162
tri02120,2021-07-01,2020-08-06,TRUE,TRUE,FALSE,FALSE,TRUE,2021-08-01,2021-08-01,NA,NA,2021-08-01,360,360,329,329,360
tri02130,2021-07-01,2021-06-30,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,1,1,1,1,1
tri02136,2021-07-01,2020-09-17,TRUE,TRUE,TRUE,TRUE,TRUE,2020-12-07,2021-01-19,2020-12-07,2020-12-17,2020-12-07,81,124,81,91,81
tri02138,2021-07-01,2021-06-01,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,30,30,30,30,30
tri02141,2021-07-01,2020-12-31,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,182,182,182,182,182
tri02142,2021-07-01,2021-04-16,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,NA,NA,76,76,76,76,76
